DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Zip Codes
161310335,4/20/2016,4/20/2016,650,13,Newton,1365,210,ROBBERY,1822 0432 0448 0344 0305 0416 0429 0216,49,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,COMPTON                      AV,56TH                         ST,"(33.9994, -118.2499)",90011
161310336,4/20/2016,4/18/2016,1100,13,Newton,1362,900,VIOLATION OF COURT ORDER,913,18,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,946,,,5100    WALL                         ST,,"(33.9965, -118.2718)",90011
161310337,4/20/2016,4/20/2016,1050,13,Newton,1344,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1309 1402 0432,0,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,998,,,42ND                         PL,MCKINLEY                     AV,"(34.0067, -118.2609)",90011
161310340,4/19/2016,4/19/2016,1830,13,Newton,1333,761,BRANDISH WEAPON,0432 0334 0605 0202 1313 0319 1822 1309 1310 0919,45,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,761,,,,JEFFERSON                    BL,AVALON                       BL,"(34.0154, -118.2653)",90011
161310341,4/20/2016,1/4/2016,800,13,Newton,1309,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1900 E  WASHINGTON                   BL,,"(34.02, -118.2395)",90021
161310343,4/19/2016,4/19/2016,1515,13,Newton,1391,888,TRESPASSING,432,0,M,B,301,GAS STATION,,,IC,Invest Cont,888,,,,300 W  GAGE                         AV,,"(33.9824, -118.2783)",90003
161310335,4/20/2016,4/20/2016,650,13,Newton,1365,210,ROBBERY,1822 0432 0448 0344 0305 0416 0429 0216,49,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,COMPTON                      AV,56TH                         ST,"(33.9994, -118.2499)",90011
161310336,4/20/2016,4/18/2016,1100,13,Newton,1362,900,VIOLATION OF COURT ORDER,913,18,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,946,,,5100    WALL                         ST,,"(33.9965, -118.2718)",90011
161310337,4/20/2016,4/20/2016,1050,13,Newton,1344,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1309 1402 0432,0,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,998,,,42ND                         PL,MCKINLEY                     AV,"(34.0067, -118.2609)",90011
161310340,4/19/2016,4/19/2016,1830,13,Newton,1333,761,BRANDISH WEAPON,0432 0334 0605 0202 1313 0319 1822 1309 1310 0919,45,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,761,,,,JEFFERSON                    BL,AVALON                       BL,"(34.0154, -118.2653)",90011
161310341,4/20/2016,1/4/2016,800,13,Newton,1309,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1900 E  WASHINGTON                   BL,,"(34.02, -118.2395)",90021
161310343,4/19/2016,4/19/2016,1515,13,Newton,1391,888,TRESPASSING,432,0,M,B,301,GAS STATION,,,IC,Invest Cont,888,,,,300 W  GAGE                         AV,,"(33.9824, -118.2783)",90003
161310344,4/20/2016,4/20/2016,300,13,Newton,1303,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0411 0432 0913,54,M,H,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,236,,,,9TH                          PL,CROCKER,"(34.0356, -118.2499)",90021
161310347,4/20/2016,4/11/2016,1100,13,Newton,1377,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,5300    STAUNTON                     AV,,"(33.9946, -118.2415)",90058
161310348,4/20/2016,4/19/2016,1600,13,Newton,1371,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0419 0444 0446,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,300 W  52ND                         ST,,"(33.9958, -118.2783)",90037
161310349,4/20/2016,4/11/2016,1100,13,Newton,1303,440,THEFT PLAIN - PETTY ($950 & UNDER),344,34,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440,,,,400 E  PICO                         BL,,"(34.0341, -118.2507)",90021
161310350,4/20/2016,4/4/2016,1045,13,Newton,1321,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900 S  FIGUEROA                     ST,,"(34.0344, -118.272)",90015
161310351,4/20/2016,4/1/2016,730,13,Newton,1321,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1900 S  FIGUEROA                     ST,,"(34.0344, -118.272)",90015
161310353,4/20/2016,4/20/2016,730,13,Newton,1322,624,BATTERY - SIMPLE ASSAULT,0913 0416,32,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 E  24TH                         ST,,"(34.0242, -118.2623)",90011
161310354,4/20/2016,4/20/2016,1000,13,Newton,1343,624,BATTERY - SIMPLE ASSAULT,0913 0416,56,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1000 E  41ST                         ST,,"(34.0092, -118.2581)",90011
161310359,4/20/2016,4/20/2016,1230,13,Newton,1393,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1243 2000 0356 2004,55,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,200 W  70TH                         ST,,"(33.9765, -118.2761)",90003
161310363,4/20/2016,4/20/2016,740,13,Newton,1343,624,BATTERY - SIMPLE ASSAULT,1300 0429 0416,16,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CENTRAL                      AV,50TH,"(34.0114, -118.2624)",90011
161310364,4/20/2016,4/16/2016,700,13,Newton,1351,330,BURGLARY FROM VEHICLE,1409 0344 1210,36,M,H,101,STREET,,,IC,Invest Cont,330,998,,,4000 S  BROADWAY,,"(34.0111, -118.2784)",90037
161310365,4/20/2016,4/20/2016,1100,13,Newton,1309,624,BATTERY - SIMPLE ASSAULT,416,35,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1400    MATEO                        ST,,"(34.028, -118.2322)",90021
161310366,4/19/2016,4/19/2016,1800,13,Newton,1353,624,BATTERY - SIMPLE ASSAULT,0416 0429 1251 0417,18,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 E  VERNON                       AV,,"(34.0039, -118.2652)",90011
161310367,4/20/2016,4/20/2016,1440,13,Newton,1367,350,"THEFT, PERSON",0344 1221 0352 0216 0305 0336 0400,48,F,H,101,STREET,,,IC,Invest Cont,350,,,,HOLMES,53RD,"(33.9947, -118.2411)",90058
161310368,4/20/2016,4/20/2016,1115,13,Newton,1309,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,H,213,WAREHOUSE,,,IC,Invest Cont,740,,,,1400    MATEO                        ST,,"(34.028, -118.2322)",90021
161310377,4/20/2016,4/19/2016,2230,13,Newton,1373,310,BURGLARY,0344 0321,0,M,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,310,,,,600 E  56TH                         ST,,"(33.9916, -118.2652)",90011
161310379,4/20/2016,4/20/2016,1520,13,Newton,1322,210,ROBBERY,0432 0344 0416 0429 0417 0906 0342 0420 0370 0444,21,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,600 E  24TH                         ST,,"(34.0242, -118.2623)",90011
161310382,4/21/2016,4/19/2016,1155,13,Newton,1372,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1300,34,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,MAIN ST,53RD                         ST,"(33.9943, -118.2739)",90011
161310383,4/20/2016,3/12/2016,900,13,Newton,1352,121,"RAPE, FORCIBLE",0522 2000 1813 0527,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,200 E  43RD                         PL,,"(34.0048, -118.272)",90011
161310385,4/20/2016,4/20/2016,1500,13,Newton,1371,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0345 0352 1221,20,M,H,405,CLOTHING STORE,,,IC,Invest Cont,440,,,,5200 S  BROADWAY,,"(33.9956, -118.2783)",90037
161310386,4/20/2016,4/20/2016,400,13,Newton,1385,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1606 0352 1221,35,F,H,101,STREET,,,IC,Invest Cont,331,,,,400 E  60TH                         ST,,"(33.9852, -118.2681)",90003
161310387,4/20/2016,4/20/2016,800,13,Newton,1371,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0408 2000 0913,25,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,200 W  57TH                         ST,,"(33.9906, -118.2761)",90037
161310390,4/21/2016,4/20/2016,2100,13,Newton,1341,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3800 S  GRAND                        AV,,"(34.0152, -118.2793)",90007
161310393,4/21/2016,4/20/2016,2200,13,Newton,1354,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MAIN,41ST,"(34.0091, -118.274)",90037
161310394,4/21/2016,4/21/2016,130,13,Newton,1393,330,BURGLARY FROM VEHICLE,0344 0358,39,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,7100 S  BROADWAY,,"(33.9756, -118.2783)",90003
161310395,4/21/2016,4/21/2016,130,13,Newton,1321,624,BATTERY - SIMPLE ASSAULT,0913 0444 1251,20,F,W,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 W  ADAMS                        BL,,"(34.0289, -118.2686)",90007
161310398,4/21/2016,4/21/2016,150,13,Newton,1373,330,BURGLARY FROM VEHICLE,0344 1307 1609 0358,53,M,B,101,STREET,,,IC,Invest Cont,330,,,,1000 E  55TH                         ST,,"(33.9925, -118.2579)",90011
161310399,4/20/2016,4/20/2016,700,13,Newton,1309,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,0,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1900    SACRAMENTO                   ST,,"(34.0306, -118.2341)",90021
161310402,4/21/2016,4/21/2016,850,13,Newton,1331,850,INDECENT EXPOSURE,2004 0529 0536,46,F,B,102,SIDEWALK,,,IC,Invest Cont,850,,,,BROADWAY,30TH                         ST,"(34.0223, -118.2718)",90007
161310408,4/21/2016,4/21/2016,940,13,Newton,1391,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1606 0344 1402,25,M,H,104,DRIVEWAY,,,IC,Invest Cont,331,998,,,300 W  68TH                         ST,,"(33.9782, -118.2783)",90003
161310410,4/21/2016,3/29/2016,1200,13,Newton,1324,354,THEFT OF IDENTITY,0100 0928,47,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 E  23RD                         ST,,"(34.0208, -118.2539)",90011
161310411,4/21/2016,4/20/2016,2100,13,Newton,1353,330,BURGLARY FROM VEHICLE,1609 1307 0358 0344,18,M,H,101,STREET,,,IC,Invest Cont,330,,,,700 E  VERNON                       AV,,"(34.0039, -118.2635)",90011
161310412,4/21/2016,4/20/2016,2100,13,Newton,1373,330,BURGLARY FROM VEHICLE,1609 1307 0358 0344 0352 1221,27,F,H,101,STREET,,,IC,Invest Cont,330,,,,1000 E  55TH                         ST,,"(33.9925, -118.2579)",90011
161310413,4/21/2016,4/20/2016,1900,13,Newton,1322,330,BURGLARY FROM VEHICLE,1607 0358 0344 0352 1221,42,M,H,101,STREET,,,IC,Invest Cont,330,,,,600 E  23RD                         ST,,"(34.025, -118.2618)",90011
161310414,4/21/2016,4/20/2016,2000,13,Newton,1352,330,BURGLARY FROM VEHICLE,1609 1307 0358 0344,21,M,H,101,STREET,,,IC,Invest Cont,330,,,,VERNON                       AV,METTLER,"(34.0039, -118.2665)",90011
161310415,4/21/2016,4/21/2016,300,13,Newton,1321,354,THEFT OF IDENTITY,0100 0344,0,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,2200 S  FIGUEROA                     ST,,"(34.0316, -118.2738)",90007
161310416,4/20/2016,4/14/2016,2100,13,Newton,1385,310,BURGLARY,1607 0358 0329,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,400 E  62ND                         ST,,"(33.9834, -118.2674)",90003
161310417,4/20/2016,4/19/2016,1200,13,Newton,1347,354,THEFT OF IDENTITY,0100 0929 0928,43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 E  VERNON                       AV,,"(34.0096, -118.244)",90011
161310418,4/20/2016,3/23/2016,1200,13,Newton,1331,354,THEFT OF IDENTITY,100,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 W  ADAMS                        BL,,"(34.0258, -118.2708)",90007
161310419,4/21/2016,4/20/2016,930,13,Newton,1352,624,BATTERY - SIMPLE ASSAULT,0603 0913 0416 0369,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 E  43RD                         ST,,"(34.0057, -118.2715)",90011
161310420,4/21/2016,4/21/2016,1000,13,Newton,1313,330,BURGLARY FROM VEHICLE,1609 1307 0358 0344,55,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,1100 E  18TH                         ST,,"(34.0262, -118.2518)",90021
161310422,4/21/2016,4/21/2016,900,13,Newton,1347,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1813 1814 0913 0416 0419 0429 0417 0319,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1600 E  32ND                         ST,,"(34.0121, -118.2458)",90011
161310424,4/21/2016,4/21/2016,750,13,Newton,1331,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,33RD                         ST,MAPLE,"(34.0223, -118.2719)",90007
161310429,4/20/2016,3/23/2016,900,13,Newton,1352,354,THEFT OF IDENTITY,0100 0800 1822,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 E  43RD                         ST,,"(34.0057, -118.2685)",90011
161310431,4/21/2016,4/8/2016,300,13,Newton,1352,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 0339,36,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,4300 S  SAN PEDRO                    ST,,"(34.0057, -118.2696)",90011
161310438,4/21/2016,4/21/2016,820,13,Newton,1367,624,BATTERY - SIMPLE ASSAULT,0416 0446 1309,56,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VERNON,HONDURAS,"(34.0039, -118.2441)",90011
161310441,4/21/2016,4/21/2016,200,13,Newton,1321,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,200 W  25TH                         ST,,"(34.0268, -118.2702)",90007
161310442,4/21/2016,4/21/2016,1515,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 2002,0,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1900 E  7TH                          ST,,"(34.0347, -118.2339)",90021
161310443,4/21/2016,4/8/2016,1200,13,Newton,1347,662,"BUNCO, GRAND THEFT",0344 1916 0100 0701,0,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,2700 S  ALAMEDA                      ST,,"(34.0142, -118.2397)",90058
161310448,4/21/2016,4/21/2016,400,13,Newton,1331,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 1300 1240 0416,33,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,30TH,HILL,"(34.0228, -118.2729)",90007
161310449,4/21/2016,4/21/2016,1625,13,Newton,1385,624,BATTERY - SIMPLE ASSAULT,0444 0448,33,M,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5800    CROCKER                      ST,,"(33.9893, -118.2685)",90011
161310450,4/22/2016,4/21/2016,1000,13,Newton,1385,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,5800    TOWNE                        AV,,"(33.9877, -118.2675)",90003
161310451,4/20/2016,4/20/2016,2205,13,Newton,1367,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448 0411,33,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1600 E  53RD                         ST,,"(33.9993, -118.2432)",90011
161310452,4/20/2016,4/20/2016,1900,13,Newton,1321,624,BATTERY - SIMPLE ASSAULT,0416 0913 1810 1251,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 W  ADAMS                        BL,,"(34.0289, -118.2686)",90007
161310454,4/22/2016,4/21/2016,900,13,Newton,1367,624,BATTERY - SIMPLE ASSAULT,1701 0447 0561,63,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4400    HONDURAS                     ST,,"(34.0039, -118.2441)",90011
161310455,4/22/2016,4/22/2016,50,13,Newton,1313,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0906 0371 0432 1822 1309 1266 0913,41,M,H,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,930,,,,17TH                         ST,SAN PEDRO,"(34.0291, -118.2565)",90015
161310459,4/18/2016,4/18/2016,600,13,Newton,1391,350,"THEFT, PERSON",0416 1248 1813 0913 0344,45,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,626,,,67TH                         ST,GRAND                        AV,"(33.979, -118.2803)",90003
161310462,4/18/2016,4/18/2016,1300,13,Newton,1341,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416,47,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,39TH                         ST,BROADWAY,"(34.0131, -118.2791)",90037
161310465,4/22/2016,3/18/2016,1745,13,Newton,1377,354,THEFT OF IDENTITY,100,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5300    DUARTE                       ST,,"(33.9947, -118.2423)",90058
161310468,4/22/2016,4/22/2016,430,13,Newton,1342,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700 S  SAN PEDRO                    ST,,"(34.0144, -118.2705)",90011
161310469,4/22/2016,4/22/2016,1000,13,Newton,1323,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2300 S  CENTRAL                      AV,,"(34.0219, -118.2571)",90011
161310473,4/22/2016,4/14/2016,900,13,Newton,1344,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,400 E  42ND                         PL,,"(34.0078, -118.2636)",90011
161310476,4/22/2016,4/22/2016,1200,13,Newton,1317,330,BURGLARY FROM VEHICLE,1609 1307 0358 0344 0352 1221,35,M,H,101,STREET,,,IC,Invest Cont,330,,,,1200 S  NAOMI                        AV,,"(34.0287, -118.2435)",90021
161310479,4/22/2016,4/21/2016,1930,13,Newton,1346,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,58,M,B,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,1200 E  43RD                         ST,,"(34.0058, -118.2538)",90011
161310481,4/22/2016,4/22/2016,1029,13,Newton,1303,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,37,M,O,101,STREET,,,IC,Invest Cont,341,,,,700 E  10TH                         ST,,"(34.0359, -118.2517)",90021
161310482,4/20/2016,2/21/2016,1800,13,Newton,1351,662,"BUNCO, GRAND THEFT",1309 0344 0325 0352 1221 0701 0800,53,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,4300 S  BROADWAY,,"(34.0056, -118.2784)",90037
161310483,4/21/2016,4/21/2016,1420,13,Newton,1363,624,BATTERY - SIMPLE ASSAULT,1258 1251 1815 0913 0305 0448 0416,11,M,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 E  49TH                         ST,,"(33.9986, -118.2634)",90011
161310485,4/22/2016,4/22/2016,1245,13,Newton,1344,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1202 0603 0361 0421 0432,60,M,B,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,930,,,,600 E  41ST                         PL,,"(34.0082, -118.2652)",90011
161310486,4/22/2016,4/18/2016,800,13,Newton,1373,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 1251 0558 0522 0503 0551 0602 0400,7,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,1000 E  53RD                         ST,,"(33.9943, -118.2581)",90011
161310489,4/22/2016,4/22/2016,950,13,Newton,1303,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1202 1814 0913 0416,65,M,O,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,900    MAPLE                        AV,,"(34.0395, -118.2527)",90015
161310493,4/22/2016,4/22/2016,1555,13,Newton,1362,624,BATTERY - SIMPLE ASSAULT,1309 1310 0342 0917 0305 0416,38,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  51ST                         ST,,"(33.9966, -118.2701)",90011
161310501,4/22/2016,4/22/2016,1500,13,Newton,1333,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0602 0561 0432 0913 0107 2003,0,F,B,101,STREET,312,PIPE/METAL PIPE,AA,Adult Arrest,230,,,,600 E  29TH                         ST,,"(34.02, -118.2648)",90011
161310502,4/22/2016,3/1/2016,1200,13,Newton,1351,354,THEFT OF IDENTITY,1251 1259 1822,15,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 W  41ST                         PL,,"(34.0082, -118.2762)",90037
161310503,4/22/2016,4/21/2016,1800,13,Newton,1351,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1814 1309 1816,20,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,BROADWAY,VERNON,"(34.0038, -118.2783)",90037
161310505,4/22/2016,4/22/2016,2145,13,Newton,1394,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0401 0913 1813 0509,36,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,6900 S  MAIN                         ST,,"(33.977, -118.2739)",90003
161310507,4/22/2016,4/22/2016,2020,13,Newton,1324,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0400 0416,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1300 E  23RD                         ST,,"(34.0208, -118.2539)",90011
161310511,4/22/2016,4/22/2016,2220,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0603 0421 1402 0319 0334 0445 2002,48,M,B,102,SIDEWALK,212,BOTTLE,AO,Adult Other,230,998,,,47TH                         ST,BROADWAY,"(34.0011, -118.2783)",90037
161310512,4/21/2016,4/21/2016,1900,13,Newton,1342,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446,23,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,MAPLE                        AV,WOODLAWN,"(34.0119, -118.2728)",90011
161310514,4/23/2016,4/23/2016,100,13,Newton,1307,210,ROBBERY,0400 0344 0416 0432 0445 1822,24,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,STANFORD                     AV,9TH                          ST,"(34.035, -118.2478)",90021
161310515,4/23/2016,4/23/2016,444,13,Newton,1309,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0448,19,M,H,101,STREET,,,IC,Invest Cont,745,,,,SAN PEDRO,WASHINGTON                   BL,"(34.0241, -118.232)",90021
161310516,4/22/2016,4/22/2016,2030,13,Newton,1363,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0216,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4800    MCKINLEY                     AV,,"(33.9999, -118.2608)",90011
161310517,4/22/2016,4/22/2016,2000,13,Newton,1383,901,VIOLATION OF RESTRAINING ORDER,0913 0432 1906,43,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,100 W  59TH                         PL,,"(33.9861, -118.2739)",90003
161310518,4/22/2016,4/22/2016,2100,13,Newton,1346,330,BURGLARY FROM VEHICLE,0344 1609 1307,23,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,4300 S  CENTRAL                      AV,,"(34.0058, -118.2565)",90011
161310523,4/23/2016,4/23/2016,330,13,Newton,1391,310,BURGLARY,1402 0358 1602,0,M,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,AO,Adult Other,310,998,,,300 W  GAGE                         AV,,"(33.9824, -118.2783)",90003
161310526,4/23/2016,4/22/2016,1800,13,Newton,1394,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6800 S  SAN PEDRO                    ST,,"(33.9786, -118.2717)",90003
